NOC,Sport,Adeptness
SGP,Jeu De Paume,
SGP,Judo,
SGP,Karate,
SGP,Lacrosse,
SGP,Marathon Swimming,
SGP,Modern Pentathlon,
SGP,Motorboating,
SGP,Polo,
SGP,Racquets,
SGP,Rhythmic Gymnastics,
SGP,Roque,
SGP,Rowing,
SGP,Rugby,
SGP,Rugby Sevens,
SGP,Shooting,
SGP,Skateboarding,
SGP,Softball,
SGP,Sport Climbing,
SGP,Surfing,
SGP,Synchronized Swimming,
SGP,Taekwondo,
SGP,Tennis,
SGP,Trampoline Gymnastics,
SGP,Trampolining,
SGP,Triathlon,
SGP,Tug-Of-War,
SGP,Volleyball,
SGP,Water Polo,
SGP,Wrestling,
UZB,Trampolining,0.03333333333333333
UZB,Boxing,0.019083969465648856
UZB,Taekwondo,0.014423076923076924
UZB,Judo,0.013262599469496022
UZB,Wrestling,0.009027777777777777
UZB,Weightlifting,0.004178272980501393
UZB,Gymnastics,0.0004438526409232135
UZB,3x3 Basketball,
UZB,Aeronautics,
UZB,Alpinism,
UZB,Archery,
UZB,Art Competitions,
UZB,Artistic Gymnastics,
UZB,Artistic Swimming,
UZB,Athletics,
UZB,Badminton,
UZB,Baseball,
UZB,Baseball/Softball,
UZB,Basketball,
UZB,Basque Pelota,
UZB,Beach Volleyball,
UZB,Breaking,
UZB,Canoe Slalom,
UZB,Canoe Sprint,
UZB,Canoeing,
UZB,Cricket,
UZB,Croquet,
UZB,Cycling,
UZB,Cycling BMX Freestyle,
UZB,Cycling BMX Racing,
UZB,Cycling Mountain Bike,
UZB,Cycling Road,
UZB,Cycling Track,
UZB,Diving,
UZB,Equestrian,
UZB,Equestrianism,
UZB,Fencing,
UZB,Figure Skating,
UZB,Football,
UZB,Golf,
UZB,Handball,
UZB,Hockey,
UZB,Ice Hockey,
UZB,Jeu De Paume,
UZB,Karate,
UZB,Lacrosse,
UZB,Marathon Swimming,
UZB,Modern Pentathlon,
UZB,Motorboating,
UZB,Polo,
UZB,Racquets,
UZB,Rhythmic Gymnastics,
UZB,Roque,
UZB,Rowing,
UZB,Rugby,
UZB,Rugby Sevens,
UZB,Sailing,
UZB,Shooting,
UZB,Skateboarding,
UZB,Softball,
UZB,Sport Climbing,
UZB,Surfing,
UZB,Swimming,
UZB,Synchronized Swimming,
UZB,Table Tennis,
UZB,Tennis,
UZB,Trampoline Gymnastics,
UZB,Triathlon,
UZB,Tug-Of-War,
UZB,Volleyball,
UZB,Water Polo,
KGZ,Wrestling,0.006944444444444444
KGZ,Judo,0.001326259946949602
KGZ,Boxing,0.0009541984732824427
KGZ,3x3 Basketball,
KGZ,Aeronautics,
KGZ,Alpinism,
KGZ,Archery,
KGZ,Art Competitions,
KGZ,Artistic Gymnastics,
KGZ,Artistic Swimming,
KGZ,Athletics,
KGZ,Badminton,
KGZ,Baseball,
KGZ,Baseball/Softball,
KGZ,Basketball,
KGZ,Basque Pelota,
KGZ,Beach Volleyball,
KGZ,Breaking,
KGZ,Canoe Slalom,
KGZ,Canoe Sprint,
KGZ,Canoeing,
KGZ,Cricket,
KGZ,Croquet,
KGZ,Cycling,
KGZ,Cycling BMX Freestyle,
KGZ,Cycling BMX Racing,
KGZ,Cycling Mountain Bike,
KGZ,Cycling Road,
KGZ,Cycling Track,
KGZ,Diving,
KGZ,Equestrian,
KGZ,Equestrianism,
KGZ,Fencing,
KGZ,Figure Skating,
KGZ,Football,
KGZ,Golf,
KGZ,Gymnastics,
KGZ,Handball,
KGZ,Hockey,
KGZ,Ice Hockey,
KGZ,Jeu De Paume,
KGZ,Karate,
KGZ,Lacrosse,
KGZ,Marathon Swimming,
KGZ,Modern Pentathlon,
KGZ,Motorboating,
KGZ,Polo,
KGZ,Racquets,
KGZ,Rhythmic Gymnastics,
KGZ,Roque,
KGZ,Rowing,
KGZ,Rugby,
KGZ,Rugby Sevens,
KGZ,Sailing,
KGZ,Shooting,
KGZ,Skateboarding,
KGZ,Softball,
KGZ,Sport Climbing,
KGZ,Surfing,
KGZ,Swimming,
KGZ,Synchronized Swimming,
KGZ,Table Tennis,
KGZ,Taekwondo,
KGZ,Tennis,
KGZ,Trampoline Gymnastics,
KGZ,Trampolining,
KGZ,Triathlon,
KGZ,Tug-Of-War,
KGZ,Volleyball,
KGZ,Water Polo,
KGZ,Weightlifting,
TJK,Judo,0.003978779840848806
TJK,Boxing,0.0019083969465648854
TJK,Wrestling,0.0006944444444444445
TJK,Athletics,0.00022578460149017836
TJK,3x3 Basketball,
TJK,Aeronautics,
TJK,Alpinism,
TJK,Archery,
TJK,Art Competitions,
TJK,Artistic Gymnastics,
TJK,Artistic Swimming,
TJK,Badminton,
TJK,Baseball,
TJK,Baseball/Softball,
TJK,Basketball,
TJK,Basque Pelota,
TJK,Beach Volleyball,
TJK,Breaking,
TJK,Canoe Slalom,
TJK,Canoe Sprint,
TJK,Canoeing,
TJK,Cricket,
TJK,Croquet,
TJK,Cycling,
TJK,Cycling BMX Freestyle,
TJK,Cycling BMX Racing,
TJK,Cycling Mountain Bike,
TJK,Cycling Road,
TJK,Cycling Track,
TJK,Diving,
TJK,Equestrian,
TJK,Equestrianism,
TJK,Fencing,
TJK,Figure Skating,
TJK,Football,
TJK,Golf,
TJK,Gymnastics,
TJK,Handball,
TJK,Hockey,
TJK,Ice Hockey,
TJK,Jeu De Paume,
TJK,Karate,
TJK,Lacrosse,
TJK,Marathon Swimming,
TJK,Modern Pentathlon,
TJK,Motorboating,
TJK,Polo,
TJK,Racquets,
TJK,Rhythmic Gymnastics,
TJK,Roque,
TJK,Rowing,
TJK,Rugby,
TJK,Rugby Sevens,
TJK,Sailing,
TJK,Shooting,
TJK,Skateboarding,
TJK,Softball,
TJK,Sport Climbing,
TJK,Surfing,
TJK,Swimming,
TJK,Synchronized Swimming,
TJK,Table Tennis,
TJK,Taekwondo,
TJK,Tennis,
TJK,Trampoline Gymnastics,
TJK,Trampolining,
TJK,Triathlon,
TJK,Tug-Of-War,
TJK,Volleyball,
TJK,Water Polo,
TJK,Weightlifting,
EUN,Modern Pentathlon,0.020202020202020204
EUN,Handball,0.020064205457463884
EUN,Weightlifting,0.012534818941504178
EUN,Gymnastics,0.012427873945849977
EUN,Rhythmic Gymnastics,0.011904761904761904
EUN,Wrestling,0.011111111111111112
EUN,Water Polo,0.010717230008244023
EUN,Basketball,0.009819967266775777
EUN,Archery,0.009685230024213076
EUN,Swimming,0.008648025367541078
EUN,Tennis,0.007731958762886598
EUN,Volleyball,0.0071492403932082215
EUN,Fencing,0.00676730869338886
EUN,Athletics,0.006547753443215173
EUN,Shooting,0.006015037593984963
EUN,Diving,0.006012024048096192
EUN,Judo,0.005305039787798408
EUN,Canoeing,0.002575107296137339
EUN,Boxing,0.0019083969465648854
EUN,Rowing,0.0012372409526755336
EUN,3x3 Basketball,
EUN,Aeronautics,
EUN,Alpinism,
EUN,Art Competitions,
EUN,Artistic Gymnastics,
EUN,Artistic Swimming,
EUN,Badminton,
EUN,Baseball,
EUN,Baseball/Softball,
EUN,Basque Pelota,
EUN,Beach Volleyball,
EUN,Breaking,
EUN,Canoe Slalom,
EUN,Canoe Sprint,
EUN,Cricket,
EUN,Croquet,
EUN,Cycling,
EUN,Cycling BMX Freestyle,
EUN,Cycling BMX Racing,
EUN,Cycling Mountain Bike,
EUN,Cycling Road,
EUN,Cycling Track,
EUN,Equestrian,
EUN,Equestrianism,
EUN,Figure Skating,
EUN,Football,
EUN,Golf,
EUN,Hockey,
EUN,Ice Hockey,
EUN,Jeu De Paume,
EUN,Karate,
EUN,Lacrosse,
EUN,Marathon Swimming,
EUN,Motorboating,
EUN,Polo,
EUN,Racquets,
EUN,Roque,
EUN,Rugby,
EUN,Rugby Sevens,
EUN,Sailing,
EUN,Skateboarding,
EUN,Softball,
EUN,Sport Climbing,
EUN,Surfing,
EUN,Synchronized Swimming,
EUN,Table Tennis,
EUN,Taekwondo,
EUN,Trampoline Gymnastics,
EUN,Trampolining,
EUN,Triathlon,
EUN,Tug-Of-War,
JPN,Skateboarding,0.375
JPN,Baseball/Softball,0.3333333333333333
JPN,Softball,0.24581005586592178
JPN,Synchronized Swimming,0.24186046511627907
JPN,Baseball,0.19047619047619047
JPN,Judo,0.16976127320954906
JPN,Breaking,0.16666666666666666
JPN,Surfing,0.16666666666666666
JPN,Sport Climbing,0.16666666666666666
JPN,Artistic Gymnastics,0.125
JPN,Table Tennis,0.10087719298245613
JPN,Karate,0.09375
JPN,Volleyball,0.0902591599642538
JPN,Gymnastics,0.07367953839325345
JPN,Wrestling,0.06041666666666667
JPN,Badminton,0.05092592592592592
JPN,Equestrian,0.045454545454545456
JPN,Swimming,0.036609974055923894
JPN,Golf,0.034482758620689655
JPN,Archery,0.026634382566585957
JPN,Weightlifting,0.020891364902506964
JPN,Football,0.018619934282584884
JPN,Fencing,0.01353461738677772
JPN,Art Competitions,0.01282051282051282
JPN,Tennis,0.010309278350515464
JPN,Basketball,0.009819967266775777
JPN,Athletics,0.007676676450666065
JPN,Boxing,0.007633587786259542
JPN,Hockey,0.006351039260969977
JPN,Cycling Track,0.005952380952380952
JPN,Modern Pentathlon,0.005050505050505051
JPN,Taekwondo,0.004807692307692308
JPN,Cycling,0.004750593824228029
JPN,Sailing,0.0045906656465187455
JPN,Shooting,0.004511278195488722
JPN,Diving,0.002004008016032064
JPN,Equestrianism,0.0010362694300518134
JPN,Canoeing,0.0008583690987124463
JPN,3x3 Basketball,
JPN,Aeronautics,
JPN,Alpinism,
JPN,Artistic Swimming,
JPN,Basque Pelota,
JPN,Beach Volleyball,
JPN,Canoe Slalom,
JPN,Canoe Sprint,
JPN,Cricket,
JPN,Croquet,
JPN,Cycling BMX Freestyle,
JPN,Cycling BMX Racing,
JPN,Cycling Mountain Bike,
JPN,Cycling Road,
JPN,Figure Skating,
JPN,Handball,
JPN,Ice Hockey,
JPN,Jeu De Paume,
JPN,Lacrosse,
JPN,Marathon Swimming,
JPN,Motorboating,
JPN,Polo,
JPN,Racquets,
JPN,Rhythmic Gymnastics,
JPN,Roque,
JPN,Rowing,
JPN,Rugby,
JPN,Rugby Sevens,
JPN,Trampoline Gymnastics,
JPN,Trampolining,
JPN,Triathlon,
JPN,Tug-Of-War,
JPN,Water Polo,
CGO,3x3 Basketball,
CGO,Aeronautics,
CGO,Alpinism,
CGO,Archery,
CGO,Art Competitions,
CGO,Artistic Gymnastics,
CGO,Artistic Swimming,
CGO,Athletics,
CGO,Badminton,
CGO,Baseball,
CGO,Baseball/Softball,
CGO,Basketball,
CGO,Basque Pelota,
CGO,Beach Volleyball,
CGO,Boxing,
CGO,Breaking,
CGO,Canoe Slalom,
CGO,Canoe Sprint,
CGO,Canoeing,
CGO,Cricket,
CGO,Croquet,
CGO,Cycling,
CGO,Cycling BMX Freestyle,
CGO,Cycling BMX Racing,
CGO,Cycling Mountain Bike,
CGO,Cycling Road,
CGO,Cycling Track,
CGO,Diving,
CGO,Equestrian,
CGO,Equestrianism,
CGO,Fencing,
CGO,Figure Skating,
CGO,Football,
CGO,Golf,
CGO,Gymnastics,
CGO,Handball,
CGO,Hockey,
CGO,Ice Hockey,
CGO,Jeu De Paume,
CGO,Judo,
CGO,Karate,
CGO,Lacrosse,
CGO,Marathon Swimming,
CGO,Modern Pentathlon,
CGO,Motorboating,
CGO,Polo,
CGO,Racquets,
CGO,Rhythmic Gymnastics,
CGO,Roque,
CGO,Rowing,
CGO,Rugby,
CGO,Rugby Sevens,
CGO,Sailing,
CGO,Shooting,
CGO,Skateboarding,
CGO,Softball,
CGO,Sport Climbing,
CGO,Surfing,
CGO,Swimming,
CGO,Synchronized Swimming,
CGO,Table Tennis,
CGO,Taekwondo,
CGO,Tennis,
CGO,Trampoline Gymnastics,
CGO,Trampolining,
CGO,Triathlon,
CGO,Tug-Of-War,
CGO,Volleyball,
CGO,Water Polo,
CGO,Weightlifting,
CGO,Wrestling,
SUI,Aeronautics,1.0
SUI,Alpinism,0.5
SUI,Cycling Mountain Bike,0.36363636363636365
SUI,Triathlon,0.10526315789473684
SUI,Cycling BMX Racing,0.08333333333333333
SUI,Cycling BMX Freestyle,0.08333333333333333
SUI,Beach Volleyball,0.0625
SUI,Art Competitions,0.057692307692307696
SUI,Equestrianism,0.05181347150259067
SUI,Cycling Road,0.05
SUI,Shooting,0.04285714285714286
SUI,Gymnastics,0.037283621837549935
SUI,Rowing,0.02381688833900402
SUI,Tennis,0.023195876288659795
SUI,Cycling,0.02058590657165479
SUI,Handball,0.013643659711075442
SUI,Fencing,0.011972930765226444
SUI,Equestrian,0.011363636363636364
SUI,Wrestling,0.010416666666666666
SUI,Sailing,0.009181331293037491
SUI,Football,0.008214676889375685
SUI,Weightlifting,0.005571030640668524
SUI,Judo,0.005305039787798408
SUI,Canoeing,0.0034334763948497852
SUI,Athletics,0.001806276811921427
SUI,Swimming,0.0011530700490054772
SUI,3x3 Basketball,
SUI,Archery,
SUI,Artistic Gymnastics,
SUI,Artistic Swimming,
SUI,Badminton,
SUI,Baseball,
SUI,Baseball/Softball,
SUI,Basketball,
SUI,Basque Pelota,
SUI,Boxing,
SUI,Breaking,
SUI,Canoe Slalom,
SUI,Canoe Sprint,
SUI,Cricket,
SUI,Croquet,
SUI,Cycling Track,
SUI,Diving,
SUI,Figure Skating,
SUI,Golf,
SUI,Hockey,
SUI,Ice Hockey,
SUI,Jeu De Paume,
SUI,Karate,
SUI,Lacrosse,
SUI,Marathon Swimming,
SUI,Modern Pentathlon,
SUI,Motorboating,
SUI,Polo,
SUI,Racquets,
SUI,Rhythmic Gymnastics,
SUI,Roque,
SUI,Rugby,
SUI,Rugby Sevens,
SUI,Skateboarding,
SUI,Softball,
SUI,Sport Climbing,
SUI,Surfing,
SUI,Synchronized Swimming,
SUI,Table Tennis,
SUI,Taekwondo,
SUI,Trampoline Gymnastics,
SUI,Trampolining,
SUI,Tug-Of-War,
SUI,Volleyball,
SUI,Water Polo,
BRA,Beach Volleyball,0.2916666666666667
BRA,Surfing,0.25
BRA,Skateboarding,0.20833333333333334
BRA,Volleyball,0.12957998212689903
BRA,Marathon Swimming,0.125
BRA,Football,0.09857612267250822
BRA,Artistic Gymnastics,0.078125
BRA,Judo,0.04907161803713528
BRA,Basketball,0.046644844517184945
BRA,Sailing,0.02754399387911247
BRA,Canoe Sprint,0.015625
BRA,Taekwondo,0.014423076923076924
BRA,Equestrianism,0.00932642487046632
BRA,Boxing,0.008587786259541985
BRA,Athletics,0.006773538044705351
BRA,Swimming,0.006341885269530124
BRA,Shooting,0.006015037593984963
BRA,Tennis,0.005154639175257732
BRA,Modern Pentathlon,0.005050505050505051
BRA,Canoeing,0.0034334763948497852
BRA,Gymnastics,0.001775410563692854
BRA,3x3 Basketball,
BRA,Aeronautics,
BRA,Alpinism,
BRA,Archery,
BRA,Art Competitions,
BRA,Artistic Swimming,
BRA,Badminton,
BRA,Baseball,
BRA,Baseball/Softball,
BRA,Basque Pelota,
BRA,Breaking,
BRA,Canoe Slalom,
BRA,Cricket,
BRA,Croquet,
BRA,Cycling,
BRA,Cycling BMX Freestyle,
BRA,Cycling BMX Racing,
BRA,Cycling Mountain Bike,
BRA,Cycling Road,
BRA,Cycling Track,
BRA,Diving,
BRA,Equestrian,
BRA,Fencing,
BRA,Figure Skating,
BRA,Golf,
BRA,Handball,
BRA,Hockey,
BRA,Ice Hockey,
BRA,Jeu De Paume,
BRA,Karate,
BRA,Lacrosse,
BRA,Motorboating,
BRA,Polo,
BRA,Racquets,
BRA,Rhythmic Gymnastics,
BRA,Roque,
BRA,Rowing,
BRA,Rugby,
BRA,Rugby Sevens,
BRA,Softball,
BRA,Sport Climbing,
BRA,Synchronized Swimming,
BRA,Table Tennis,
BRA,Trampoline Gymnastics,
BRA,Trampolining,
BRA,Triathlon,
BRA,Tug-Of-War,
BRA,Water Polo,
BRA,Weightlifting,
BRA,Wrestling,
GDR,Rowing,0.05691308382307454
GDR,Canoeing,0.04463519313304721
GDR,Swimming,0.04381666186220813
GDR,Gymnastics,0.03817132711939636
GDR,Handball,0.033707865168539325
GDR,Athletics,0.03160984420862497
GDR,Football,0.02792990142387733
GDR,Cycling,0.026128266033254157
GDR,Volleyball,0.021447721179624665
GDR,Weightlifting,0.01532033426183844
GDR,Diving,0.014028056112224449
GDR,Boxing,0.012404580152671756
GDR,Shooting,0.012030075187969926
GDR,Judo,0.011936339522546418
GDR,Sailing,0.011476664116296864
GDR,Wrestling,0.004861111111111111
GDR,Fencing,0.0005205622071837585
GDR,3x3 Basketball,
GDR,Aeronautics,
GDR,Alpinism,
GDR,Archery,
GDR,Art Competitions,
GDR,Artistic Gymnastics,
GDR,Artistic Swimming,
GDR,Badminton,
GDR,Baseball,
GDR,Baseball/Softball,
GDR,Basketball,
GDR,Basque Pelota,
GDR,Beach Volleyball,
GDR,Breaking,
GDR,Canoe Slalom,
GDR,Canoe Sprint,
GDR,Cricket,
GDR,Croquet,
GDR,Cycling BMX Freestyle,
GDR,Cycling BMX Racing,
GDR,Cycling Mountain Bike,
GDR,Cycling Road,
GDR,Cycling Track,
GDR,Equestrian,
GDR,Equestrianism,
GDR,Figure Skating,
GDR,Golf,
GDR,Hockey,
GDR,Ice Hockey,
GDR,Jeu De Paume,
GDR,Karate,
GDR,Lacrosse,
GDR,Marathon Swimming,
GDR,Modern Pentathlon,
GDR,Motorboating,
GDR,Polo,
GDR,Racquets,
GDR,Rhythmic Gymnastics,
GDR,Roque,
GDR,Rugby,
GDR,Rugby Sevens,
GDR,Skateboarding,
GDR,Softball,
GDR,Sport Climbing,
GDR,Surfing,
GDR,Synchronized Swimming,
GDR,Table Tennis,
GDR,Taekwondo,
GDR,Tennis,
GDR,Trampoline Gymnastics,
GDR,Trampolining,
GDR,Triathlon,
GDR,Tug-Of-War,
GDR,Water Polo,
MON,Art Competitions,0.00641025641025641
MON,3x3 Basketball,
MON,Aeronautics,
MON,Alpinism,
MON,Archery,
MON,Artistic Gymnastics,
MON,Artistic Swimming,
MON,Athletics,
MON,Badminton,
MON,Baseball,
MON,Baseball/Softball,
MON,Basketball,
MON,Basque Pelota,
MON,Beach Volleyball,
MON,Boxing,
MON,Breaking,
MON,Canoe Slalom,
MON,Canoe Sprint,
MON,Canoeing,
MON,Cricket,
MON,Croquet,
MON,Cycling,
MON,Cycling BMX Freestyle,
MON,Cycling BMX Racing,
MON,Cycling Mountain Bike,
MON,Cycling Road,
MON,Cycling Track,
MON,Diving,
MON,Equestrian,
MON,Equestrianism,
MON,Fencing,
MON,Figure Skating,
MON,Football,
MON,Golf,
MON,Gymnastics,
MON,Handball,
MON,Hockey,
MON,Ice Hockey,
MON,Jeu De Paume,
MON,Judo,
MON,Karate,
MON,Lacrosse,
MON,Marathon Swimming,
MON,Modern Pentathlon,
MON,Motorboating,
MON,Polo,
MON,Racquets,
MON,Rhythmic Gymnastics,
MON,Roque,
MON,Rowing,
MON,Rugby,
MON,Rugby Sevens,
MON,Sailing,
MON,Shooting,
MON,Skateboarding,
MON,Softball,
MON,Sport Climbing,
MON,Surfing,
MON,Swimming,
MON,Synchronized Swimming,
MON,Table Tennis,
MON,Taekwondo,
MON,Tennis,
MON,Trampoline Gymnastics,
MON,Trampolining,
MON,Triathlon,
MON,Tug-Of-War,
MON,Volleyball,
MON,Water Polo,
MON,Weightlifting,
MON,Wrestling,
ISR,Rhythmic Gymnastics,0.03571428571428571
ISR,Judo,0.025198938992042442
ISR,Artistic Gymnastics,0.015625
ISR,Taekwondo,0.004807692307692308
ISR,Sailing,0.0038255547054322878
ISR,Canoeing,0.0008583690987124463
ISR,3x3 Basketball,
ISR,Aeronautics,
ISR,Alpinism,
ISR,Archery,
ISR,Art Competitions,
ISR,Artistic Swimming,
ISR,Athletics,
ISR,Badminton,
ISR,Baseball,
ISR,Baseball/Softball,
ISR,Basketball,
ISR,Basque Pelota,
ISR,Beach Volleyball,
ISR,Boxing,
ISR,Breaking,
ISR,Canoe Slalom,
ISR,Canoe Sprint,
ISR,Cricket,
ISR,Croquet,
ISR,Cycling,
ISR,Cycling BMX Freestyle,
ISR,Cycling BMX Racing,
ISR,Cycling Mountain Bike,
ISR,Cycling Road,
ISR,Cycling Track,
ISR,Diving,
ISR,Equestrian,
ISR,Equestrianism,
ISR,Fencing,
ISR,Figure Skating,
ISR,Football,
ISR,Golf,
ISR,Gymnastics,
ISR,Handball,
ISR,Hockey,
ISR,Ice Hockey,
ISR,Jeu De Paume,
ISR,Karate,
ISR,Lacrosse,
ISR,Marathon Swimming,
ISR,Modern Pentathlon,
ISR,Motorboating,
ISR,Polo,
ISR,Racquets,
ISR,Roque,
ISR,Rowing,
ISR,Rugby,
ISR,Rugby Sevens,
ISR,Shooting,
ISR,Skateboarding,
ISR,Softball,
ISR,Sport Climbing,
ISR,Surfing,
ISR,Swimming,
ISR,Synchronized Swimming,
ISR,Table Tennis,
ISR,Tennis,
ISR,Trampoline Gymnastics,
ISR,Trampolining,
ISR,Triathlon,
ISR,Tug-Of-War,
ISR,Volleyball,
ISR,Water Polo,
ISR,Weightlifting,
ISR,Wrestling,
URU,Basketball,0.019639934533551555
URU,Football,0.016976998904709748
URU,Rowing,0.0018558614290133002
URU,Boxing,0.0009541984732824427
URU,Cycling,0.000791765637371338
URU,3x3 Basketball,
URU,Aeronautics,
URU,Alpinism,
URU,Archery,
URU,Art Competitions,
URU,Artistic Gymnastics,
URU,Artistic Swimming,
URU,Athletics,
URU,Badminton,
URU,Baseball,
URU,Baseball/Softball,
URU,Basque Pelota,
URU,Beach Volleyball,
URU,Breaking,
URU,Canoe Slalom,
URU,Canoe Sprint,
URU,Canoeing,
URU,Cricket,
URU,Croquet,
URU,Cycling BMX Freestyle,
URU,Cycling BMX Racing,
URU,Cycling Mountain Bike,
URU,Cycling Road,
URU,Cycling Track,
URU,Diving,
URU,Equestrian,
URU,Equestrianism,
URU,Fencing,
URU,Figure Skating,
URU,Golf,
URU,Gymnastics,
URU,Handball,
URU,Hockey,
URU,Ice Hockey,
URU,Jeu De Paume,
URU,Judo,
URU,Karate,
URU,Lacrosse,
URU,Marathon Swimming,
URU,Modern Pentathlon,
URU,Motorboating,
URU,Polo,
URU,Racquets,
URU,Rhythmic Gymnastics,
URU,Roque,
URU,Rugby,
URU,Rugby Sevens,
URU,Sailing,
URU,Shooting,
URU,Skateboarding,
URU,Softball,
URU,Sport Climbing,
URU,Surfing,
URU,Swimming,
URU,Synchronized Swimming,
URU,Table Tennis,
URU,Taekwondo,
URU,Tennis,
URU,Trampoline Gymnastics,
URU,Trampolining,
URU,Triathlon,
URU,Tug-Of-War,
URU,Volleyball,
URU,Water Polo,
URU,Weightlifting,
URU,Wrestling,
SWE,Figure Skating,0.2222222222222222
SWE,Tug-Of-War,0.16521739130434782
SWE,Modern Pentathlon,0.12626262626262627
SWE,Sailing,0.09181331293037491
SWE,Shooting,0.09097744360902256
SWE,Cycling Mountain Bike,0.09090909090909091
SWE,Equestrianism,0.08808290155440414
SWE,Wrestling,0.059722222222222225
SWE,Equestrian,0.056818181818181816
SWE,Handball,0.048956661316211875
SWE,Canoeing,0.048927038626609444
SWE,Gymnastics,0.045272969374167776
SWE,Football,0.044906900328587074
SWE,Diving,0.04208416833667335
SWE,Cycling,0.03800475059382423
SWE,Tennis,0.03608247422680412
SWE,Table Tennis,0.03070175438596491
SWE,Athletics,0.029803567396703545
SWE,Art Competitions,0.02564102564102564
SWE,Beach Volleyball,0.020833333333333332
SWE,Swimming,0.020755260882098586
SWE,Water Polo,0.01978565539983512
SWE,Triathlon,0.017543859649122806
SWE,Golf,0.017241379310344827
SWE,Fencing,0.01353461738677772
SWE,Boxing,0.01049618320610687
SWE,Weightlifting,0.005571030640668524
SWE,Archery,0.004842615012106538
SWE,Rowing,0.003093102381688834
SWE,Judo,0.001326259946949602
SWE,3x3 Basketball,
SWE,Aeronautics,
SWE,Alpinism,
SWE,Artistic Gymnastics,
SWE,Artistic Swimming,
SWE,Badminton,
SWE,Baseball,
SWE,Baseball/Softball,
SWE,Basketball,
SWE,Basque Pelota,
SWE,Breaking,
SWE,Canoe Slalom,
SWE,Canoe Sprint,
SWE,Cricket,
SWE,Croquet,
SWE,Cycling BMX Freestyle,
SWE,Cycling BMX Racing,
SWE,Cycling Road,
SWE,Cycling Track,
SWE,Hockey,
SWE,Ice Hockey,
SWE,Jeu De Paume,
SWE,Karate,
SWE,Lacrosse,
SWE,Marathon Swimming,
SWE,Motorboating,
SWE,Polo,
SWE,Racquets,
SWE,Rhythmic Gymnastics,
SWE,Roque,
SWE,Rugby,
SWE,Rugby Sevens,
SWE,Skateboarding,
SWE,Softball,
SWE,Sport Climbing,
SWE,Surfing,
SWE,Synchronized Swimming,
SWE,Taekwondo,
SWE,Trampoline Gymnastics,
SWE,Trampolining,
SWE,Volleyball,
SRI,Athletics,0.0004515692029803567
SRI,3x3 Basketball,
SRI,Aeronautics,
SRI,Alpinism,
SRI,Archery,
SRI,Art Competitions,
SRI,Artistic Gymnastics,
SRI,Artistic Swimming,
SRI,Badminton,
SRI,Baseball,
SRI,Baseball/Softball,
SRI,Basketball,
SRI,Basque Pelota,
SRI,Beach Volleyball,
SRI,Boxing,
SRI,Breaking,
SRI,Canoe Slalom,
SRI,Canoe Sprint,
SRI,Canoeing,
SRI,Cricket,
SRI,Croquet,
SRI,Cycling,
SRI,Cycling BMX Freestyle,
SRI,Cycling BMX Racing,
SRI,Cycling Mountain Bike,
SRI,Cycling Road,
SRI,Cycling Track,
SRI,Diving,
SRI,Equestrian,
SRI,Equestrianism,
SRI,Fencing,
SRI,Figure Skating,
SRI,Football,
SRI,Golf,
SRI,Gymnastics,
SRI,Handball,
SRI,Hockey,
SRI,Ice Hockey,
SRI,Jeu De Paume,
SRI,Judo,
SRI,Karate,
SRI,Lacrosse,
SRI,Marathon Swimming,
SRI,Modern Pentathlon,
SRI,Motorboating,
SRI,Polo,
SRI,Racquets,
SRI,Rhythmic Gymnastics,
SRI,Roque,
SRI,Rowing,
SRI,Rugby,
SRI,Rugby Sevens,
SRI,Sailing,
SRI,Shooting,
SRI,Skateboarding,
SRI,Softball,
SRI,Sport Climbing,
SRI,Surfing,
SRI,Swimming,
SRI,Synchronized Swimming,
SRI,Table Tennis,
SRI,Taekwondo,
SRI,Tennis,
SRI,Trampoline Gymnastics,
SRI,Trampolining,
SRI,Triathlon,
SRI,Tug-Of-War,
SRI,Volleyball,
SRI,Water Polo,
SRI,Weightlifting,
SRI,Wrestling,
ARM,Artistic Gymnastics,0.015625
ARM,Weightlifting,0.012534818941504178
ARM,Wrestling,0.007638888888888889
ARM,Boxing,0.0019083969465648854
ARM,3x3 Basketball,
ARM,Aeronautics,
ARM,Alpinism,
ARM,Archery,
ARM,Art Competitions,
ARM,Artistic Swimming,
ARM,Athletics,
ARM,Badminton,
ARM,Baseball,
ARM,Baseball/Softball,
ARM,Basketball,
ARM,Basque Pelota,
ARM,Beach Volleyball,
ARM,Breaking,
ARM,Canoe Slalom,
ARM,Canoe Sprint,
ARM,Canoeing,
ARM,Cricket,
ARM,Croquet,
ARM,Cycling,
ARM,Cycling BMX Freestyle,
ARM,Cycling BMX Racing,
ARM,Cycling Mountain Bike,
ARM,Cycling Road,
ARM,Cycling Track,
ARM,Diving,
ARM,Equestrian,
ARM,Equestrianism,
ARM,Fencing,
ARM,Figure Skating,
ARM,Football,
ARM,Golf,
ARM,Gymnastics,
ARM,Handball,
ARM,Hockey,
ARM,Ice Hockey,
ARM,Jeu De Paume,
ARM,Judo,
ARM,Karate,
ARM,Lacrosse,
ARM,Marathon Swimming,
ARM,Modern Pentathlon,
ARM,Motorboating,
ARM,Polo,
ARM,Racquets,
ARM,Rhythmic Gymnastics,
ARM,Roque,
ARM,Rowing,
ARM,Rugby,
